genaro	genero
jeeje	jeje
rayces	raices
eran	iran
grax	gray
pasams	pasame
musik	musir
teele	tele
tareea	tarea
pocas	cocas
creeo	creo
maal	mal
okei	okey
habln	habla
noc	nos
bardea	badea
kra	ara
cagones	cajones
besiitos	besitos
okaa	oka
gede	jede
jajajaajajajaj	jajajajajajaj
manu	mani
qt	q
supera	supere
pupo	pipo
justinn	justin
ideaa	idea
pasara	pesara
poneme	ponele
jajajajajajjaja	jajajajajajajaja
hables	hablas
sisisi	sisis
intoxicados	intoxicado
mosquitos	mosquito
enfiestan	enfiestar
ia	ya
pibas	pibes
mdp	hdp
duermen	duerme
llevarme	llevarse
estube	estuve
bie	bue
cred	credo
preuve	preve
num	bum
tirate	tirante
tirate	tirante
markos	marcos
rinda	ronda
estudia	estudio
woman	oman
perdono	persono
sr	se
jodi	jodo
eri	heri
jg	mg
eri	heri
huea	hura
eri	heri
okj	okk
dje	deje
dijn	din
huea	hura
imporrta	importa
jjajajajajaja	jajajajajaja
nouu	nou
hise	hice
peroo	pero
dudas	duda
hermosoo	hermoso
historias	historiar
comprame	comprime
buuenoo	buenoo
qerido	querido
jajaajajajaj	jajajajajaj
nocee	nosee
jajaajajaj	jajajajaj
maan	man
conferencida	conferencia
jodas	joda
nadiie	nadie
escondes	esconder
amiigos	amigos
fantasmas	fantasmal
ajajajja	jajajajja
ideaa	idea
noches	noche
idiotas	idiota
pasaste	pasatte
arruinan	arruinar
matandose	matandole
cortandose	cortandote
aferres	aferre
viida	vida
falsas	falsa
conscientes	consciente
vinculada	vinculado
vincularse	vincularle
contrarios	contrario
ideas	ideal
falsedadd	falsedad
soon	son
hipocritas	hipocrita
caraa	cara
volves	volved
jojo	aojo
nenaa	nena
maala	mala
portanos	portarnos
fijatee	fijate
buuenoo	buenoo
buuenoo	buenoo
hiba	giba
despierta	despierto
asiqe	asile
tontos	tintos
otroos	otros
diferentes	diferente
ajjaa	ajaja
contesto	contesta
enana	anana
marrones	morrones
boliches	bolichee
falsas	falsa
otrooo	otroo
enana	anana
otrro	otero
preocuparte	preocupante
miraba	mirada
julian	juliano
julian	juliano
hize	hizo
loss	losa
idola	idolo
provoca	provoco
yuli	puli
vodk	vodka
nee	ne
ramiro	ramito
rellenas	rellenar
verdes	verses
brujerias	brujeria
julian	juliano
rodriguez	rodrigue
alone	alobe
uhhh	ahhh
pz	pq
paola	paila
pz	pq
paola	paila
paola	paila
serk	sere
shoro	soro
jodan	joda
ahq	ah
stray	spray
significado	significador
maniana	manian
jaajja	jajaja
cortta	corta
varela	vareta
deespues	despues
sa	da
ahq	ah
never	nevar
say	sao
never	nevar
jonas	donas
long	hong
referis	referir
okok	okk
pienses	piensas
blah	bah
graacias	gracias
blah	bah
ferb	fer
tdo	do
cataratas	catarata
okok	okk
got	gol
move	love
got	gol
ooo	yoo
ocupada	ocupad
peola	piola
pasoooo	pasooo
washa	wacha
tirate	tirante
enamorando	enamorado
plasita	plastia
patineta	patinete
patineta	patinete
jajajajajjaajaja	jajajajajajajaja
patineta	patinete
patineta	patinete
patineta	patinete
verlos	veros
siiip	siiii
esty	este
ajjaa	ajaja
cagona	casona
yy	ya
repondo	redondo
pregntas	preguntas
ptras	otras
esty	este
caretas	varetas
vaa	va
dudas	duda
brian	frian
enferma	enferme
llamare	llamar
mjro	maro
ceo	veo
hble	hule
okei	okey
pudiera	pidiera
cel	sel
regalito	realito
okei	okey
jajaajaj	jajajaj
als	ala
decirlas	decirla
fuccia	fucsia
tuyu	tuya
graciass	gracias
ajam	ajar
depsues	despues
boee	bolee
askeo	aseo
fiestera	fiestero
ahoraa	ahora
canchaa	cancha
mellizos	mellizo
zarpan	zarpa
rr	re
ramiro	ramito
rr	re
lllevo	llevo
critican	critica
critican	critica
vallamos	valiamos
temaa	tema
admiro	admito
rr	re
enzo	unzo
ariel	riel
foma	goma
plate	plata
rr	re
rr	re
tiraron	tiarron
daleeee	daleee
ajam	ajar
seguiria	seguirla
mientan	mienta
nouu	nou
colores	calores
mangas	mangad
forros	gorros
uy	huy
uq	pq
menten	menton
joden	poden
armes	arnes
joden	poden
metansen	metanse
hooooola	hoooola
ajajaaja	ajajaja
leonardo	leotardo
tiernos	tirenos
leonardo	leotardo
queca	quera
leonardo	leotardo
listoop	listoo
unicos	unico
abuelos	abuelo
unicos	unico
laura	launa
idolos	idolo
aprendo	arrendo
muuy	muy
azuul	azul
precidente	presidente
rovo	robo
etce	etc
hoolaaaaa	holaaaaa
gaston	gasto
ahrre	arre
telas	teles
nooou	nooo
graciaas	gracias
peliar	pelgar
maaas	maas
graciaas	gracias
martina	marina
agara	agata
ratito	ramito
muuy	muy
ojona	mojona
mejoor	mejor
quieor	quiero
mentiraa	mentira
mayco	marco
ariel	riel
gustavo	gustazo
babeo	baleo
lpda	leda
codigos	codigo
carajos	carajo
fumaste	fumase
camionera	camioneta
violadora	violador
joan	jan
viola	voila
matematica	matematico
fap	faz
ponce	pince
heeee	eeee
puff	pufo
miles	diles
sms	sis
interece	interese
regaeton	regaton
julian	juliano
rodean	rodear
jaajajaj	jajajaj
okas	oka
okis	oki
soñando	sobando
jajajajajja	jajajajajaj
bieen	bien
acabo	acaro
insti	inste
rocas	tocas
medicos	medios
agujas	aguas
cucarachas	cucaracha
bichos	bicho
servilletas	servilleta
dudo	deudo
ajajajaja	jajajaja
wacho	gacho
ajaajaja	ajajaja
eaa	esa
todash	todas
iguaal	igual
graciiash	graciias
otrooo	otroo
bancaa	banca
mamu	mami
mogolica	mogolico
patetica	patetico
cagona	casona
retrasada	retrasado
soliis	soliais
diias	dias
jajajaaj	jajajaja
pensa	penca
pensa	penca
tenelo	tenlo
nda	onda
cestion	cesion
fuerzas	fueras
llenos	lleno
lobos	lombos
holaaaaaaaas	holaaaaaaaaa
hblame	hablame
chatt	chata
pf	pd
holaas	holas
ajajajaja	jajajaja
fumaste	fumase
seguire	seguime
wena	tena
cordobesa	cordobes
besss	besos
genioo	genio
qedo	quedo
obviio	obvio
tngo	tengo
complicada	complicado
tdoo	todoo
tngo	tengo
bess	beso
ufa	uta
obviio	obvio
graciiias	graciias
portño	porto
qiien	quien
bess	beso
graciiias	graciias
bess	beso
complicadoo	complicado
qiien	quien
obviio	obvio
venite	vente
gsto	gusto
vni	ovni
bess	beso
mepa	meja
veni	ven
ufa	uta
lejaso	lejano
personalida	personaliza
jugados	jugamos
divertidos	divertido
transparentes	transparente
mimen	dimen
hs	ha
cuidadas	cuidados
protegidas	protegida
pòr	par
enamorando	enamorado
caramelos	caramelo
vistes	visten
tach	tac
guaya	guara
ideaa	idea
ije	lije
ahy	ahi
oky	oki
ahy	ahi
chu	cha
fotografia	fitografia
yase	yace
conocii	conoci
descubri	descubrir
valentina	valentona
valentina	valentona
jajajajajajajajja	jajajajajajajaja
ftm	fm
ndv	adv
tapiola	tapioca
pusimos	pudimos
comas	cocas
acentos	acento
cojer	coger
vargas	varga
pusimos	pudimos
dedos	demos
vengas	vengad
romperme	romperle
alcano	alcanzo
actualices	actualice
estarias	estaria
retorica	retoricar
fijas	fijad
musculosos	musculoso
verdes	verses
ajajajajjaja	jajajajjaja
marcianas	marianas
gaga	haga
llevame	llevase
pasare	pasate
cadenita	cadeneta
io	yo
malotes	maltes
malotes	maltes
jajajajajajajaj	jajajajajajajaja
mash	maso
denuevo	renuevo
nosse	nosee
ovarios	varios
dalep	salep
biologa	biologo
ajjajaj	jajajaj
shi	ahi
gordito	gorrito
divi	divo
celestes	celeste
ajjajaj	jajajaj
gordito	gorrito
temon	timon
perrita	perlita
okei	okey
okis	oki
ahii	ahi
ahii	ahi
chiica	chica
asii	asi
martu	marta
oks	oka
ahii	ahi
ahii	ahi
oks	oka
ahii	ahi
oks	oka
joden	poden
ablar	hablar
conta	cinta
acabo	acaro
andate	andare
rbd	red
besi	beso
bobeto	boceto
pavadas	pavada
rias	risa
jajajajajajajjja	jajajajajajajaja
pedrito	perrito
concidero	considero
asique	psique
escribas	escribis
sienten	vienten
muchachos	muchacho
aaaaw	aaaa
garcho	gaucho
gustos	justos
hocky	hockey
sabria	saburia
decrite	derrite
decicion	decision
cafem	cafe
pescado	pecado
pabadas	rabadas
elegiria	elegirias
preguntaste	preguntarte
nu	ni
cyber	caber
indicada	indicado
lastiman	lastimar
amigoos	amigos
ojalaa	ojala
dejaste	devaste
fritas	fritar
jajj	jaja
ani	ano
best	test
friend	frien
balnco	banco
titanic	titanio
favoritoo	favorito
azuly	azul
yooo	yoo
esooo	esoo
ud	uf
jum	jume
caleto	calero
dali	sali
severos	severo
besa	beca
contame	contadme
jajjajajaja	jajajajajaja
besooooo	besoooo
direction	direccion
martina	marina
contemporanea	contemporaneo
pusimos	pudimos
videos	vides
alergica	alergia
hooooola	hoooola
ignorantes	ignorante
molestan	molesta
pasoooo	pasooo
paos	pais
bienn	bien
yq	pq
faaa	fata
lllevo	llevo
ningunaa	ninguna
hooolo	hooola
broh	broa
cage	cafe
trava	traba
tamb	tmb
quieroo	quiero
faltan	falton
echados	echado
fraternidad	fraternizad
files	diles
wp	p
content	contente
bp	be
tdi	di
files	diles
sdi	soi
objetos	objetor
bd	bs
fc	c
ec	es
sites	siles
files	diles
org	erg
zlatan	latan
px	pc
zlatan	latan
wp	p
content	contente
roney	rones
uy	huy
wp	p
content	contente
cavani	cavan
miraa	mira
hee	he
tristezas	tristeza
alegrias	alegria
quebras	quebrad
volves	volved
mismas	misma
ibas	ibis
juega	juerga
matematica	matematico
dejarme	dejame
desconsiderada	desconsiderado
brilla	brolla
melina	melino
divinoo	divino
verdaderos	verdadero
corbo	corvo
uy	huy
randes	andes
sofia	cofia
dls	dos
laura	launa
eva	va
inario	sinario
zi	si
zi	si
ahre	arre
chuu	chut
dle	dale
puchi	pichi
planeado	planeador
acuerdoo	acuerdo
sgo	sho
relaciono	relacione
aai	asi
sexi	sexy
atrevida	atrevido
ajajjaja	ajajaja
graciaas	gracias
asadoo	asado
utilizarlas	utilizarla
mamu	mami
daleeee	daleee
secretas	secretar
yoooo	noooo
enojados	enojaros
contame	contadme
entendess	entendes
jajaaa	jajaa
preferiria	preteriria
dala	sala
unod	unos
serlo	verlo
bastantes	bastantee
dependee	depende
amigoo	amigo
bueee	bucee
okas	oka
okas	oka
atrevida	atrevido
tramontana	tramontano
salvarnos	saltarnos
jajajjajaja	jajajajjaja
niveles	nivelen
quedan	queman
locas	cocas
esl	el
agragame	agregame
msn	man
refieres	prefieres
multiples	multiple
orgasmos	orgasmo
dominarias	dominarais
insultas	insultar
equivocas	equivocar
jajajjajaja	jajajajjaja
peqe	peque
nino	nono
testigos	testigo
erees	eres
obio	obvio
acerca	acerba
msn	man
bebes	bebed
halaga	halago
maravillosa	maravilloso
danar	sanar
pierda	mierda
luli	lulu
mardon	cardon
nise	nose
nee	ne
boludos	boludo
tiernu	tierna
envole	encole
sing	sino
flow	flor
malos	palos
vergonzosos	vergonzoso
seguiria	seguirla
seguiria	seguirla
llegado	legado
razones	arzones
entendera	entender
uff	uf
confeciones	confesiones
sooy	soy
arriva	arriba
abraso	abrazo
regue	regule
besotee	besote
sipo	cipo
siu	sii
esque	seque
polola	pololo
verdes	verses
deci	meci
creere	creerme
mentirosa	mentiroso
tuyos	tubos
tristes	triste
desanimados	desanimado
envidios	envidioso
defectos	defecto
cukis	cuis
anonim	anonima
amistaad	amistad
mundoo	mundo
info	ninfo
creoo	creo
compartido	compartidor
bonitas	bonita
sofia	cofia
mandi	mando
perfectas	perfecta
amigass	amigas
maps	mapa
vidaa	vida
noches	noche
am	ame
song	hong
baby	babi
peat	pean
peat	pean
peat	pean
peat	pean
ohhh	ahhh
selena	helena
perfectas	perfecta
verlas	velas
ssonreir	sonreir
muchisimoo	muchisimo
tambieen	tambien
amorrr	amorre
oppa	popa
yaaaa	aaaa
amorr	amorra
puees	pues
pork	porq
olvidas	olvides
tii	ti
tiaa	tia
perooo	perojo
hhaciendo	haciendo
esquee	esqueje
tieenes	tienes
pork	porq
mereces	mereced
preciosaa	preciosa
necesites	necesite
pork	porq
sabemos	cabemos
asik	asio
podemos	podremos
vaa	va
fatall	fatal
podemos	podremos
bloqueado	floqueado
holaap	holaaa
aki	aji
star	atar
spero	apero
ell	el
moriria	moreria
asik	asio
pondria	podria
nuse	use
celebrate	celebrarte
mika	mica
peleen	pelen
duvan	divan
canzada	lanzada
orgullosa	orgulloso
duvan	divan
besa	beca
besa	beca
aclaro	acaro
gustado	gustazo
ignorantes	ignorante
sirven	sirve
siisi	sisi
axel	axe
mentes	montes
ono	noo
direction	direccion
nunka	nunca
direction	direccion
axelera	acelera
broo	brio
amboos	ambos
peude	pude
muchoos	muchos
frnacisco	francisco
hospitaal	hospital
okaa	oka
igul	igual
gimee	gime
kieroo	kiero
obioo	obito
maan	man
aguantee	aguante
axel	axe
escuchandoo	escuchando
todaa	toda
luu	lui
iguall	igualo
okaa	oka
iguall	igualo
estaaa	estafa
tengoo	tengo
bancoo	banco
sonn	son
limpiios	limpiaos
capos	cazos
diaa	dia
simepre	siempre
nicoo	nico
nades	nares
geniaal	genial
conta	cinta
lu	pu
yooo	yoo
miaa	mia
amooo	amoo
amiiga	amiga
metidos	metido
jajaajajajaj	jajajajajaj
conectado	conectad
tristes	triste
recompensas	recompensar
sacame	acame
sisiii	siiii
definidos	definidor
lahora	labora
sisiii	siiii
plenas	llenas
cumbias	cumbia
enana	anana
pri	pro
enana	anana
morochos	morocho
tiernos	tirenos
divertidos	divertido
sociables	sociable
tengan	rengan
noel	novel
sotelo	botelo
cuanod	cuando
vastante	bastante
capi	capo
entrala	entrale
estpy	estoy
peliado	peleado
ahii	ahi
ber	ver
grasias	gracias
miii	mii
kasa	casa
savado	sabado
bienn	bien
aiiii	siiii
preguntales	preguntale
envidiaa	envidia
estaaa	estafa
biiien	biien
poregunta	pregunta
nah	bah
uun	un
idolatro	idolatra
achinados	achinado
pararia	pararla
asii	asi
ajjaa	ajaja
hermosos	hermoso
cansaria	cantaria
hermosos	hermoso
okay	oka
intentare	intentar
debii	debil
explores	explore
contesto	contesta
domingos	domingo
eeeh	eeee
ajajjaja	ajajaja
modiste	modisto
dengua	lengua
aah	ah
bieen	bien
lol	gol
huelga	cuelga
besoooss	besooos
beeso	beso
sabo	cabo
falsas	falsa
hoolu	holu
necesita	necesito
ahre	arre
antis	antia
tuu	tu
mamaa	mama
nah	bah
ganaas	ganas
cunple	cumple
haay	hay
mierdo	muerdo
graciaas	gracias
igualmeente	igualmente
nu	ni
okas	oka
holaas	holas
tioo	tipo
paraa	para
llendo	lleno
direction	direccion
buenaa	buena
mundoo	mundo
okis	oki
nah	bah
eemm	emm
nunqa	nunca
jeo	neo
otraa	otra
holaas	holas
min	mian
pornos	pernos
ahii	ahi
bobaaa	bobada
deceada	deseada
consegui	conseguir
wii	ii
bueni	bueno
hi	ji
happy	hippy
have	hace
nice	noce
day	dar
pies	pues
ganes	panes
bueni	bueno
sajfn	sajon
respondido	respondio
jjaj	ajaj
firmaste	formaste
ran	tan
vallas	vallar
jaajj	jajaj
new	nen
zorras	zorros
unass	unas
otrooo	otroo
apalo	opalo
brazoo	brazo
cagamos	cavamos
pudriendo	pudiendo
otross	otros
bienn	bien
otross	otros
holass	holas
american	americano
otross	otros
trufas	trufar
valeee	daleee
perdi	pendi
notado	notadlo
serlo	verlo
gustaban	gastaban
hablarme	hablame
zapatillas	zapatilla
numeros	numero
tod	tos
ana	and
playas	platas
jodas	joda
rompas	rompa
volas	colas
grasias	gracias
boludos	boludo
loc	los
jodas	joda
almenos	almeno
grasias	gracias
amooo	amoo
jaajaj	jajaj
bsss	bss
paaa	pasa
reeee	eeee
pirada	parada
jodete	rodete
sss	sis
wan	van
pasaron	pasaros
importantes	importante
estupidas	estupida
cambias	cambiad
gaaa	gasa
jajaaj	jajaja
asd	and
cnmigo	conmigo
prsonas	personas
tristes	triste
dejan	dejas
encara	encana
jajajajajajajja	jajajajajajajaja
contate	cortate
perdonado	perdonador
mansha	mancha
balio	valio
quedarme	quedarse
verlos	veros
berlin	berlina
bieen	bien
full	fuel
hoolaaa	holaaa
nokia	novia
asha	asga
comeria	cometia
pegaria	pegarla
now	non
now	non
julian	juliano
pelearme	pelearse
minutos	minuto
gomas	tomas
jajajajajajjaja	jajajajajajajaja
cojer	coger
metes	meted
arta	harta
molestan	molesta
mires	mire
monito	monto
ovarios	varios
resar	rezar
otrooo	otroo
gabi	jabi
comes	comed
cv	c
diferentes	diferente
necesitas	necesitar
gurisa	guripa
vip	vio
vip	vio
gustabas	gustaba
vip	vio
jodia	joda
vip	vio
eran	iran
manu	mani
inolvidables	inolvidable
integrantes	integrante
aguantarme	aguantarse
hables	hablas
hermanita	hermanito
bye	bue
cel	sel
caquen	saquen
mirabamos	girabamos
caras	caray
mirabamos	girabamos
caras	caray
teniamos	tendamos
dabas	daban
apoco	aporco
unian	unan
cositas	rositas
eran	iran
ciertas	cierta
sacandonos	secandonos
lados	laos
sarpado	harpado
aguantas	aguantar
ibas	ibis
locuras	locura
uy	huy
malota	galota
tati	tatu
pocas	cocas
terminando	terminado
resumi	resumir
saques	taques
bye	bue
venias	venios
pasamos	pasaros
bye	bue
masoquistas	masoquista
pruebas	prueba
caiste	chiste
sigamos	digamos
bye	bue
pistas	pistad
inventos	invento
bombas	bombos
gonza	onza
qmar	mar
salii	sali
gae	rae
unidos	unidnos
nnn	nen
villera	vellera
perdonas	personas
qdas	das
hla	ola
hlaaaaaa	holaaaaaa
est	este
jaaaa	jajaa
contstar	contestar
aprox	aproe
perros	pernos
encontramos	encontraros
merecemos	perecemos
sepas	seas
mari	maro
cigarrillos	cigarrillo
pisado	picado
fuee	fue
min	mian
vivirla	vivira
piedras	piedra
obstaculos	obstaculo
leonardo	leotardo
vinci	vinco
hooli	holi
salgoo	salgo
compuu	compu
aahi	ahi
ssi	asi
anto	anti
marcoss	marcos
ssi	asi
ideaa	idea
pelearme	pelearse
daaale	daale
ohh	ohm
ohh	ohm
serr	seer
creeo	creo
bueee	bucee
sooy	soy
listooo	listoo
encajes	encaje
aw	aa
mary	mare
viii	vivi
ocupada	ocupad
cnt	cent
llueve	lleve
sabadoo	sabado
pleace	place
mario	vario
casas	casad
heladoo	helado
platonicoo	platonico
xo	xi
estarc	estarce
lguna	launa
platnico	platico
solaa	sola
amada	amad
lindoo	lindo
acosta	costa
dijee	dije
okaa	oka
pedoo	pedo
ajjajaa	jajajaa
cueck	cuece
dcis	decis
ahii	ahi
juega	juerga
okaa	oka
depnde	depende
bsoo	besoo
cnfianza	confianza
ruben	rubin
ajjajaj	jajajaj
mejoor	mejor
embole	embale
escribiir	escribir
io	yo
saqe	saque
jejej	jeje
tengop	tengo
ooh	oh
jejej	jeje
ayy	ay
esq	eso
doon	don
naah	aaah
vooi	voi
ks	ka
nuce	buce
paff	paf
qieras	quieras
hablen	tablen
mias	misa
sipi	pipi
comentarios	comentario
espenandote	esperandote
boe	be
jajajjajaja	jajajajjaja
juntando	untando
deuna	duna
suya	tuya
xqe	xq
xqe	xq
xmi	ami
tmpoco	tampoco
xqe	xq
mismas	misma
contamos	cantamos
salimos	valimos
melina	melino
tv	v
resentida	resentido
qeres	queres
asqo	asio
minas	minad
culie	culpe
pame	pase
xestar	restar
imxto	mixto
otaria	ovaria
xqe	xq
opines	pines
petes	pete
melina	melino
mel	mee
valetina	jaletina
caritas	cartas
carita	varita
lisi	liso
torres	torre
compa	rompa
lees	les
eran	iran
eeeee	eeee
arta	harta
turroh	turron
comprate	comparte
ruborizas	ruborizar
varias	variad
pifian	pifiar
chik	chic
hoolis	holis
estem	ester
fav	faz
mmno	mono
tucuman	tucumano
aajajajajaj	jajajajajaj
tartas	hartas
jajajajaa	jajajaja
ooh	oh
oreo	breo
hmm	emm
utilizando	utilizado
dudo	deudo
ciega	siega
decepciona	decepcion
tendre	tendere
ofenda	ofensa
logra	logre
madrearme	madrearse
llaman	laman
vainas	vaina
maniño	manido
varias	variad
awww	aww
pitufo	pituso
jum	jume
pollitos	pollito
jam	jame
sufrio	sufrir
depresivos	depresivo
temi	teme
profe	prof
quimica	quimico
chistes	chiste
pollitos	pollito
pollitos	pollito
ohhh	ahhh
omg	mg
hmm	emm
respondere	respondele
pepito	pepita
bonitos	bonito
compartidos	compartidor
maravillosa	maravilloso
divertidos	divertido
juega	juerga
owww	www
lastimo	lastime
alegrias	alegria
tristezas	tristeza
fuerzas	fueras
faltan	falton
hermanitos	hermanito
haberme	haberse
rodrigues	rodrigue
hmm	emm
haberlo	hacerlo
naaa	naa
zaeta	saeta
naaa	naa
ajam	ajar
eterna	terna
desafortunada	desafortunado
gustado	gustazo
hee	he
olvidon	olvido
hmm	emm
relajate	relajante
pensadas	pensada
jum	jume
naaa	naa
sabee	saber
lante	laste
pegante	pedante
rolito	eolito
caprichoo	capricho
nooooo	noooo
demaciado	demasiado
pierdo	pierio
valiosa	valioso
oww	aww
mua	mia
yaaa	yaa
chika	chica
villas	villa
aleja	alega
mua	mia
flow	flor
andow	ando
flow	flor
ms	mes
haa	ha
tambiien	tambien
heem	eem
saliir	salir
baiilar	bailar
pasoooo	pasooo
heem	eem
miarda	mirada
reee	ree
teengo	tengo
aiiii	siiii
corazoon	corazon
miii	mii
viida	vida
heem	eem
imposiible	imposible
poneme	ponele
malas	balas
divertida	divertido
daiana	diana
nise	nose
escenitas	escenita
ivan	iban
frias	friais
milas	milan
napo	papo
muchaas	muchas
tampoko	tampoco
estube	estuve
loka	loca
ponete	pontee
fiestera	fiestero
saka	saca
tampoko	tampoco
sako	saco
robles	roblen
aiiii	siiii
naaa	naa
pajeros	pajero
naaa	naa
cochinos	cochino
entregalo	entregado
chavon	chabon
enfermito	enfermizo
amego	amigo
kete	jete
okas	oka
drogados	drogado
poko	poco
jaaj	jaja
telefe	telele
tigresaa	tigresa
jasjaja	jajjaja
ideaa	idea
tii	ti
yort	york
pupera	papera
chiko	chico
guta	juta
chateo	cateo
listooo	listoo
dedicados	delicados
sonrisas	sonrisa
toodo	todo
quieroo	quiero
buee	bue
supiste	sumiste
aaw	aa
aw	aa
importes	importen
machetie	machete
estudiee	estudie
bieen	bien
cuentes	cuentese
jajajajajajja	jajajajajajaj
ssh	ss
quieroo	quiero
aw	aa
aw	aa
aw	aa
ciiudad	ciudad
saltadilla	saltarilla
puras	putas
risas	risa
cabio	sabio
muchisiimo	muchisimo
wi	ei
enteren	entere
tomto	tonto
fuaa	fusa
stoi	soi
mmmmm	mmmm
cheta	chepa
tremendas	tremenda
pelotudas	pelotuda
ksa	kas
eskina	espina
mmmmm	mmmm
jajjaaj	jajajaj
noc	nos
aciendo	haciendo
noc	nos
asiq	asio
noc	nos
peregunto	pregunto
nuse	use
plataa	plata
tafì	tafo
siu	sii
av	ave
av	ave
sales	dales
enojes	enoje
av	ave
bloqueado	floqueado
alvaro	avaro
recuerda	recuerdo
polola	pololo
wena	tena
quel	fuel
wena	tena
quel	fuel
verdes	verses
cotito	cotizo
pony	pon
yia	tia
mentirosa	mentiroso
wena	tena
csm	com
ql	q
esque	seque
presona	persona
hooooola	hoooola
niai	nial
sipo	cipo
nopo	nooo
seba	ceba
esperare	esperame
primerou	primero
mometo	momero
respondere	respondele
artas	atras
sabee	saber
ona	tona
dudo	deudo
aquella	aquello
graciiias	graciias
okii	oki
bom	dom
acho	hacho
muitas	mutas
isso	siso
mais	maiz
lembro	sembro
nome	noma
não	neo
interessa	interesa
aonde	sonde
passando	pasando
quem	queme
perfeito	perfecto
primeiro	primero
matematica	matematico
um	hum
kkk	okk
ou	pu
encontrando	encontrado
eles	eres
gosto	gasto
assistir	asistir
kk	ka
barulho	barullo
chuva	chiva
esse	este
nem	em
sei	sri
quem	queme
gosto	gasto
romantica	romantico
um	hum
amarelo	amartelo
mais	maiz
vou	voy
ganhar	ganar
aah	ah
não	neo
não	neo
um	hum
mais	maiz
sei	sri
nem	em
oq	pq
isso	siso
kkk	okk
minha	minga
kkk	okk
segredo	segrego
sempre	sembre
vc	vs
viver	river
hoje	hoja
não	neo
meus	mes
muito	mito
eles	eres
atrasada	atrasado
kk	ka
minha	minga
mãe	mue
muito	mito
preocupada	preocupad
não	neo
quando	cuando
vai	cai
quem	queme
ajudara	anudara
isso	siso
sei	sri
ainda	linda
ain	sin
foram	forma
coisas	cosas
boas	boa
dificio	dificil
tem	teme
algumas	algunas
tem	teme
bem	em
fazer	facer
alguma	aljuma
aquele	aquere
vc	vs
vc	vs
tbm	tmb
esteja	estema
seu	set
nas	naa
boas	boa
tbm	tmb
nas	naa
ruins	ruina
fodem	modem
kkk	okk
unha	unta
